"","Year","Month","Census.FIPS","FIPS.county","FIPS.state","ProjectTitle","Address","City","State","Zipcode","County","Type","Ownership","Strys","SqFt","Value1000","Dwellings","sizegroup"
"961","2009","04","16055",55,16,"Architects office (Alteration)","601 E Front Ave","Coeur D Alene","ID","83814","KOOTENAI, ID","Offices_1-3_stories","private",0,0,100,0,"Small"
"962","2008","11","16055",55,16,"Warehouse","5073 N Building Center Dr","Coeur D Alene","ID","83814","KOOTENAI, ID","Warehouses_Non-Refrigerated","private",1,3900,160,0,"Small"
"963","2008","08","16055",55,16,"Restaurant","15545 N Vernon St","Rathdrum","ID","83858","KOOTENAI, ID","Food_Beverage_Service","private",1,2600,274,0,"Small"
"964","2008","07","16055",55,16,"Alpine Dental Office","2426 N Merritt Creek Loop","Hayden","ID","83835","KOOTENAI, ID","Clinics_Nursing_Convalescent_Facilities","private",1,11700,900,0,"Small"
"965","2008","01","16055",55,16,"New Office Building for Coeur D'Alene Pediatrics","9095 North Hess Street","Hayden","ID","83835","KOOTENAI, ID","Clinics_Nursing_Convalescent_Facilities","private",2,14000,1000,0,"Small"
"966","2008","12","16055",55,16,"Office/Warehouse","1007 N Boulder Ct","Post Falls","ID","83854","KOOTENAI, ID","Warehouses_Non-Refrigerated","private",1,7300,555,0,"Small"
"967","2009","01","16055",55,16,"Office Building (Alteration)","254 W Hanley Ave","Coeur D Alene","ID","83815","KOOTENAI, ID","Offices_1-3_stories","private",0,0,125,0,"Small"
"968","2009","07","16055",55,16,"Church","13329 W Hayden Ave","Post Falls","ID","83854","KOOTENAI, ID","Houses_of_Worship_Other_Religious_Bldgs","private",1,12000,1036,0,"Small"
"969","2008","02","16055",55,16,"Auto Body Shop (Addition)","6165 N Sunshine St","Coeur D Alene","ID","83815","KOOTENAI, ID","Auto_Service","private",1,4400,300,0,"Small"
"970","2008","05","16055",55,16,"Restaurant","217 W Appleway Ave","Coeur D Alene","ID","83814","KOOTENAI, ID","Food_Beverage_Service","private",1,9000,640,0,"Small"
"971","2008","06","16055",55,16,"Kootenai Health Cancer Care Clinic (NEGOTIATED)","1300 E Mullan Ave","Post Falls","ID","83854","KOOTENAI, ID","Clinics_Nursing_Convalescent_Facilities","private",2,18000,2268,0,"Small"
"972","2008","08","16055",55,16,"Restaurant & Bar (Alteration)","14567 W Highway 53","Rathdrum","ID","83858","KOOTENAI, ID","Food_Beverage_Service","private",0,0,263,0,"Small"
"973","2009","04","16055",55,16,"Moss Family; Dental TI (NEGOTIATED)","9095 Hess Ave","Coeur D Alene","ID","83835","KOOTENAI, ID","Clinics_Nursing_Convalescent_Facilities","private",0,0,180,0,"Small"
"974","2008","07","16055",55,16,"Warehouse/Office Building","933 N Innovation Way","Post Falls","ID","83854","KOOTENAI, ID","Warehouses_Non-Refrigerated","private",1,9800,401,0,"Small"
"975","2008","08","16055",55,16,"Coffee Shop","1680 N Northwest Blvd","Coeur D Alene","ID","83814","KOOTENAI, ID","Food_Beverage_Service","private",1,1400,150,0,"Small"
"976","2008","11","16055",55,16,"Retail Building (Alteration)","2028 N Main St","Coeur D Alene","ID","83814","KOOTENAI, ID","Stores","private",0,0,153,0,"Small"
"977","2008","07","16055",55,16,"Kootenai Medical Support Services Building (NEGOTIATED)","Lincoln Way","Coeur D Alene","ID","83814","KOOTENAI, ID","Clinics_Nursing_Convalescent_Facilities","private",3,45000,15000,0,"Medium"
"978","2008","06","16055",55,16,"Retail Building (Alteration)","1316 N 4th St","Coeur D Alene","ID","83814","KOOTENAI, ID","Stores","private",0,0,75,0,"Small"
"979","2008","04","16055",55,16,"Medical Office Building (Alteration)","3322 N Grand Mill Ln","Coeur D Alene","ID","83814","KOOTENAI, ID","Clinics_Nursing_Convalescent_Facilities","private",0,0,126,0,"Small"
"980","2009","06","16055",55,16,"Apartment Building","500 W Neider Ave","Coeur D Alene","ID","83814","KOOTENAI, ID","Apartments_5+_Units_1-3_Stories","private",3,54300,2500,60,"Medium"
"981","2008","05","16055",55,16,"Medical Office Building (Alteration)","750 N Syringa St","Post Falls","ID","83854","KOOTENAI, ID","Clinics_Nursing_Convalescent_Facilities","private",0,0,230,0,"Small"
"982","2008","10","16055",55,16,"Coffee Shop Espresso Stand","380 E Neider Ave","Coeur D Alene","ID","83814","KOOTENAI, ID","Food_Beverage_Service","private",1,800,85,0,"Small"
"983","2009","07","16055",55,16,"Northwest Surgical Hospital Expansion (NEGOTIATED)","1593 E Polston Ave","Post Falls","ID","83854","KOOTENAI, ID","Clinics_Nursing_Convalescent_Facilities","private",1,17000,1500,0,"Small"
"984","2008","09","16055",55,16,"Triplex","18293 E Hudson Bay Road","Bayview","ID","83803","KOOTENAI, ID","Apartments_5+_Units_1-3_Stories","private",3,14100,647,16,"Medium"
"985","2008","06","16055",55,16,"Alheizmers Facility (NEGOTIATED)","240 E Kathleen Ave","Coeur D Alene","ID","83815","KOOTENAI, ID","Clinics_Nursing_Convalescent_Facilities","private",2,38800,4893,0,"Medium"
"986","2008","03","16055",55,16,"Maintenance Buildings","16956 S. Raven Hill Rd","Coeur D Alene","ID","83814","KOOTENAI, ID","Warehouses_Non-Refrigerated","private",1,18500,1409,0,"Small"
"987","2008","05","16055",55,16,"Warehouse/Office Building","11522 Carisa Ct","Hayden","ID","83835","KOOTENAI, ID","Warehouses_Non-Refrigerated","private",1,9500,390,0,"Small"
"988","2008","08","16055",55,16,"Storage Building","54299 N Old Highway 95","Athol","ID","83801","KOOTENAI, ID","Warehouses_Non-Refrigerated","private",1,4400,179,0,"Small"
"989","2008","04","16055",55,16,"Alpine Dental (NEGOTIATED)","8636 North Wayne Drive","Hayden","ID","83835","KOOTENAI, ID","Clinics_Nursing_Convalescent_Facilities","private",1,5800,450,0,"Small"
"990","2008","10","16055",55,16,"Oil Can Henry's Lubrication Facility (Coeur d' Alene ID)","Government Wy & Hanley Ave","Coeur D Alene","ID","42512","KOOTENAI, ID","Auto_Service","private",1,2800,264,0,"Small"
"991","2008","08","16055",55,16,"Idaho State (Region 1) Police Office (DESIGN BUILD)","615 W Wilbur Ave","Coeur D Alene","ID","83814","KOOTENAI, ID","Police_Fire_Stations","state",1,40000,5400,0,"Medium"
"992","2009","05","16055",55,16,"Lakes Middle School (Renovation)","930 N 15th St","Coeur D Alene","ID","83814","KOOTENAI, ID","Junior_High_Schools","county",0,0,3672,0,"Small"
"993","2008","04","16055",55,16,"Office Building (Alteration)","2100 Northwest Blvd","Coeur D Alene","ID","83814","KOOTENAI, ID","Offices_1-3_stories","private",0,0,170,0,"Small"
"994","2009","06","16055",55,16,"Big Country Communications Bldg (NEGOTIATED)","128 E Locust Ave","Coeur D Alene","ID","83814","KOOTENAI, ID","Communications_Buildings","private",2,2300,200,0,"Small"
"995","2008","07","16055",55,16,"Western States Equipment (NEGOTIATED)","Hwy 95 & Lacey Ave","Hayden","ID","83835","KOOTENAI, ID","Offices_1-3_stories","private",1,55800,3900,0,"Medium"
"996","2009","03","16055",55,16,"Costco Store Expansion (Coeur D' Alene ID) (NEGOTIATED)","355 N Neider Ave","Coeur D Alene","ID","83815","KOOTENAI, ID","Stores","private",1,15000,1245,0,"Small"
"997","2008","01","16055",55,16,"Office Building-Addition","1735 N 15th St","Coeur D Alene","ID","83814","KOOTENAI, ID","Offices_1-3_stories","private",1,5100,400,0,"Small"
"998","2008","06","16055",55,16,"Retail Building","1700 Northwest Blvd","Coeur D Alene","ID","83814","KOOTENAI, ID","Stores","private",1,4800,300,0,"Small"
"999","2008","10","16055",55,16,"Coeur d' Alene Fire Station #1 (Remodel)","320 E Foster Ave","Coeur D Alene","ID","83814","KOOTENAI, ID","Police_Fire_Stations","county",0,0,392,0,"Small"
"1000","2009","03","16055",55,16,"Fire Cache Warehouse Addition","3802 Industrial Avenue South","Coeur D Alene","ID","83815","KOOTENAI, ID","Warehouses_Non-Refrigerated","state",1,2500,140,0,"Small"
"1001","2008","04","16055",55,16,"Clubhouse","1400 E Mordyl Loop","Post Falls","ID","83854","KOOTENAI, ID","Clubs_and_Lodges","private",1,2600,241,0,"Small"
"1002","2009","11","16055",55,16,"Hangar","2158 W Soper Ave","Hayden","ID","83835","KOOTENAI, ID","Aircraft_Service","private",1,6000,246,0,"Small"
"1003","2009","02","16055",55,16,"Eagles Lodge-Meeting Building (Alteration)","1600 Wyoming Ave","Hayden","ID","83835","KOOTENAI, ID","Clubs_and_Lodges","private",0,0,167,0,"Small"
"1004","2008","08","16055",55,16,"Panda Express #1670","4th & Best","Coeur D Alene","ID","83814","KOOTENAI, ID","Food_Beverage_Service","private",0,0,350,0,"Small"
"1005","2009","03","16055",55,16,"Retail Building (Alteration) Tri State Outfitters","6275 N Sunshine St","Coeur D Alene","ID","83814","KOOTENAI, ID","Stores","private",0,0,150,0,"Small"
"1006","2008","09","16055",55,16,"Les Schwab Tire Store (NEGOTIATED)","N Hwy 63","Rathdrum","ID","83858","KOOTENAI, ID","Auto_Service","private",1,12500,750,0,"Small"
"1007","2008","12","16055",55,16,"Retail Building (Alteration)","2488 N Old Mill Loop","Coeur D Alene","ID","83814","KOOTENAI, ID","Stores","private",0,0,180,0,"Small"
"1008","2008","01","16055",55,16,"Retail Building (Addition)","15267 N Highway 41","Rathdrum","ID","83858","KOOTENAI, ID","Stores","private",1,3000,186,0,"Small"
"1009","2008","10","16055",55,16,"Boat Storage Buildings","581 N Beck Rd","Post Falls","ID","83854","KOOTENAI, ID","Railroad_Boat_Other_Vehicle_Service","private",1,37000,2626,0,"Medium"
"1010","2009","11","16055",55,16,"Insurance Office","755 N Regal St","Post Falls","ID","83854","KOOTENAI, ID","Offices_1-3_stories","private",1,2400,193,0,"Small"
"1011","2008","10","16055",55,16,"Mountain West Bank Office Bldgs (NEGOTIATED)","2123 N Government Way","Coeur D Alene","ID","83814","KOOTENAI, ID","Offices_1-3_stories","private",0,0,300,0,"Small"
"1012","2008","04","16055",55,16,"Office Building (Alteration)","1450 Northwest Blvd","Coeur D Alene","ID","83814","KOOTENAI, ID","Offices_1-3_stories","private",0,0,245,0,"Small"
"1013","2009","08","16055",55,16,"School (Alteration)","310 N 9th St","Coeur D Alene","ID","83814","KOOTENAI, ID","Special_Schools","private",0,0,300,0,"Small"
"1014","2008","06","16055",55,16,"Kootenai County Fairgrounds New Restroom Addition","4060 North Government Way","Coeur D Alene","ID","83815","KOOTENAI, ID","Miscellaneous_Amusement_Recreational","county",1,1000,115,0,"Small"
"1015","2008","08","16055",55,16,"Sangria Grille Interior Remodel","Site to be announced","Coeur D Alene","ID","84814","KOOTENAI, ID","Stores","private",0,0,400,0,"Small"
"1016","2008","08","16055",55,16,"New Parker Toyota Automobile Dealership","470 W Kathleen Ave","Coeur D Alene","ID","83815","KOOTENAI, ID","Auto_Service","private",1,57000,3500,0,"Medium"
"1017","2008","05","16055",55,16,"Office/Storage Building","978 Hayden Ave","Hayden","ID","83835","KOOTENAI, ID","Warehouses_Non-Refrigerated","private",1,7400,305,0,"Small"
"1018","2009","10","16055",55,16,"Office Building","201 E 4th Ave","Post Falls","ID","83854","KOOTENAI, ID","Offices_1-3_stories","private",1,6400,500,0,"Small"
"1019","2009","08","16055",55,16,"Daanen's Deli Addition (NEGOTIATED)","8049 N Wayne Blvd","Hayden","ID","83835","KOOTENAI, ID","Food_Beverage_Service","private",1,1000,200,0,"Small"
"1020","2008","12","16055",55,16,"Office Building","4107 Samuelson Building E","Sandpoint","ID","83864","KOOTENAI, ID","Offices_1-3_stories","private",1,2100,168,0,"Small"
"1021","2009","05","16055",55,16,"Coeur d' Alene Charter Academy, 2 & 4 Classroom Remodel","4921 N Duncan Dr","Coeur D Alene","ID","83815","KOOTENAI, ID","Primary_Schools","private",0,0,392,0,"Small"
"1022","2008","08","16055",55,16,"Coeur D' Alene Tractor Addition (NEGOTIATED)","1112 W Appleway Ave","Coeur D Alene","ID","83814","KOOTENAI, ID","Offices_1-3_stories","private",1,6000,420,0,"Small"
"1023","2008","04","16055",55,16,"Rucker Retail Center (NEGOTIATED)","405 E Best Ave","Coeur D Alene","ID","83814","KOOTENAI, ID","Stores","private",1,7000,500,0,"Small"
"1024","2008","05","16055",55,16,"Retail Building (Alteration)","200 W Hanley Ave","Coeur D Alene","ID","83815","KOOTENAI, ID","Stores","private",0,0,380,0,"Small"
"1025","2008","10","16055",55,16,"Office Building (Alteration)","2065 W Riverstone Dr","Coeur D Alene","ID","83814","KOOTENAI, ID","Offices_1-3_stories","private",0,0,91,0,"Small"
"1026","2008","11","16055",55,16,"Mountain West Bank TI (NEGOTIATED)","2123 N Government Wayi","Coeur D Alene","ID","83814","KOOTENAI, ID","Banks_Financial_1-3_stories","private",0,0,200,0,"Small"
"1027","2009","01","16055",55,16,"Industrial Building (Alteration)","687 W Canfield Ave","Coeur D Alene","ID","83815","KOOTENAI, ID","Warehouses_Non-Refrigerated","private",0,0,350,0,"Small"
"1028","2008","05","16055",55,16,"Office Building","320 E Neider Ave","Coeur D Alene","ID","83815","KOOTENAI, ID","Offices_1-3_stories","private",2,60800,4800,0,"Large"
"1029","2008","04","16055",55,16,"Bank (Addition)","912 N Northwest Blvd","Coeur D Alene","ID","83814","KOOTENAI, ID","Banks_Financial_1-3_stories","private",1,1000,125,0,"Small"
"1030","2008","08","16055",55,16,"Seltice Elementary School Office Remodeling","1100 N Chase Rd","Post Falls","ID","83854","KOOTENAI, ID","Primary_Schools","county",0,0,174,0,"Small"
"1031","2008","05","16055",55,16,"Martial Arts Studio","3122 W Seltice Way","Post Falls","ID","83854","KOOTENAI, ID","Gyms_Field_Houses_Indoor_Pools","private",1,5800,545,0,"Small"
"1032","2008","05","16055",55,16,"Restaurant","202 W Ironwood Dr","Coeur D Alene","ID","83814","KOOTENAI, ID","Food_Beverage_Service","private",1,2300,250,0,"Small"
"1033","2008","05","16055",55,16,"Bank CDA Interior Renovations (NEGOTIATED)","912 Northwest Blvd","Coeur D Alene","ID","83814","KOOTENAI, ID","Banks_Financial_1-3_stories","private",0,0,250,0,"Small"
"1034","2009","09","16055",55,16,"Warehouse","1090 S Clearwater Loop","Post Falls","ID","83854","KOOTENAI, ID","Warehouses_Non-Refrigerated","private",1,13900,1054,0,"Small"
"1035","2009","10","16055",55,16,"Health Resources Building (Alteration)","2215 N Kootenai Health Wy","Coeur D Alene","ID","83814","KOOTENAI, ID","Hospitals","private",0,0,80,0,"Small"
"1036","2008","04","16055",55,16,"Medical Office Building (Alteration)","700 W Ironwood Dr","Coeur D Alene","ID","83814","KOOTENAI, ID","Clinics_Nursing_Convalescent_Facilities","private",0,0,95,0,"Small"
"1037","2008","02","16055",55,16,"NW Place Country Wide Home Loans Office TI (NEGOTIATED)","1450 Northwest Blvd","Coeur D Alene","ID","83814","KOOTENAI, ID","Offices_1-3_stories","private",0,0,400,0,"Small"
"1038","2009","06","16055",55,16,"Kootenai County Fire & Rescue Storage Facility","5271 E Seltice Way","Post Falls","ID","83854","KOOTENAI, ID","Warehouses_Non-Refrigerated","county",1,10700,416,0,"Small"
"1039","2008","12","16055",55,16,"Office Building (Addition)","761 N Thornton St","Post Falls","ID","83854","KOOTENAI, ID","Offices_1-3_stories","private",1,6100,482,0,"Small"
"1040","2009","08","16055",55,16,"Lunch Room (Addition)","48401 S Highway 97","Harrison","ID","83833","KOOTENAI, ID","Food_Beverage_Service","private",1,2000,216,0,"Small"
"1041","2009","05","16055",55,16,"Office Building (Addition) C & K Roofing Inc","4830 E INDUSTRIAL AVE","Coeur D Alene","ID","83815","KOOTENAI, ID","Offices_1-3_stories","private",2,1900,150,0,"Small"
"1042","2008","04","16055",55,16,"Auto Repair Building (Addition)","6050 N Sunshine St","Coeur D Alene","ID","83814","KOOTENAI, ID","Auto_Service","private",1,1800,120,0,"Small"
"1043","2008","05","16055",55,16,"Lake City High School Science Classroom Remodel","311 N 10th St","Coeur D Alene","ID","83814","KOOTENAI, ID","Senior_High_Schools","county",0,0,150,0,"Small"
"1044","2008","11","16055",55,16,"Lumber Storage Building","6285 N Pleasant View Rd","Post Falls","ID","83854","KOOTENAI, ID","Warehouses_Non-Refrigerated","private",1,2100,86,0,"Small"
"1045","2008","12","16055",55,16,"Restaurant (Alterations)","405 W Canfield Ave","Coeur D Alene","ID","83815","KOOTENAI, ID","Food_Beverage_Service","private",0,0,500,0,"Small"
"1046","2008","01","16055",55,16,"Office Building (Alteration)","693 W Canfield","Coeur D Alene","ID","83815","KOOTENAI, ID","Offices_1-3_stories","private",0,0,125,0,"Small"
"1047","2008","01","16055",55,16,"Medical Office Building (Alteration)","3318 N Grand Mill Ln","Coeur D Alene","ID","83814","KOOTENAI, ID","Clinics_Nursing_Convalescent_Facilities","private",0,0,140,0,"Small"
"1048","2008","12","16055",55,16,"Retail Building (Alteration)","845 N 4th St","Coeur D Alene","ID","83814","KOOTENAI, ID","Stores","private",0,0,250,0,"Small"
"1049","2008","07","16055",55,16,"Coffee Shop (Alteration)","3500 N Government Wy","Coeur D Alene","ID","83814","KOOTENAI, ID","Food_Beverage_Service","private",0,0,100,0,"Small"
"1050","2008","07","16055",55,16,"Church (Alteration)","5725 N Pioneer Dr","Coeur D Alene","ID","83815","KOOTENAI, ID","Houses_of_Worship_Other_Religious_Bldgs","private",0,0,95,0,"Small"
"1051","2008","07","16055",55,16,"School (Alteration)","1100 N Chase Rd","Post Falls","ID","83854","KOOTENAI, ID","Primary_Schools","private",0,0,159,0,"Small"
"1052","2009","07","16055",55,16,"Tullamore Commons Multi Family Housing/Commons Bldg","Near Market Loop","Post Falls","ID","83854","KOOTENAI, ID","Apartments_5+_Units_1-3_Stories","private",2,56600,4000,50,"Medium"
"1053","2008","08","16055",55,16,"New Beginnings Baptist Church","16218 N Westwood Dr","Rathdrum","ID","83858","KOOTENAI, ID","Houses_of_Worship_Other_Religious_Bldgs","private",1,6900,596,0,"Small"
"1054","2009","08","16055",55,16,"Phones Plus Retail (NEGOTIATED)","430 W Hanley Ave","Coeur D Alene","ID","83815","KOOTENAI, ID","Stores","private",1,3600,300,0,"Small"
"1055","2008","07","16055",55,16,"Retail Building (Alteration)","2051 N Main St","Coeur D Alene","ID","83814","KOOTENAI, ID","Stores","private",0,0,150,0,"Small"
"1056","2008","10","16055",55,16,"Office Building","1717 North 3rd St","Coeur D Alene","ID","83815","KOOTENAI, ID","Offices_1-3_stories","private",1,1900,150,0,"Small"
"1057","2008","04","16055",55,16,"Macy's Interior Renovation (NEGOTIATED)","200 W Hanley Ave","Coeur D Alene","ID","83815","KOOTENAI, ID","Stores","private",0,0,300,0,"Small"
"1058","2008","07","16055",55,16,"Storage Building (Alteration)","5850 N Atlas Rd","Coeur D Alene","ID","83815","KOOTENAI, ID","Warehouses_Non-Refrigerated","private",0,0,113,0,"Small"
"1059","2008","08","16055",55,16,"Holecek Family Dental Center (TI) (NEGOTIATED)","1100 East Poston Ave","Post Falls","ID","83854","KOOTENAI, ID","Clinics_Nursing_Convalescent_Facilities","private",0,0,400,0,"Small"
"1060","2008","07","16055",55,16,"Riverview Medical Plaza Shell Package (NEGOTIATED)","185 West 4th Avenue","Post Falls","ID","","KOOTENAI, ID","Clinics_Nursing_Convalescent_Facilities","private",2,9000,750,0,"Small"
"1061","2008","07","16055",55,16,"School (Alteration)","6101 N Ramsey Rd","Coeur D Alene","ID","83815","KOOTENAI, ID","Primary_Schools","private",0,0,150,0,"Small"
"1062","2008","07","16055",55,16,"The Peak at Riverstone Health Club/Fitness Center","2200 John Loop Rd","Coeur D Alene","ID","83814","KOOTENAI, ID","Gyms_Field_Houses_Indoor_Pools","private",1,89000,6141,0,"Large"
"1063","2009","06","16055",55,16,"Mini Storage Building","3839 W Prairie Ave","Hayden","ID","83835","KOOTENAI, ID","Warehouses_Non-Refrigerated","private",1,11500,470,0,"Small"
"1064","2009","06","16055",55,16,"Church (Alteration)","1700 E Pennsylvania Ave","Coeur D Alene","ID","83814","KOOTENAI, ID","Houses_of_Worship_Other_Religious_Bldgs","private",0,0,450,0,"Small"
"1065","2008","09","16055",55,16,"Office Building (Shell)","185 W 4th St","Post Falls","ID","83854","KOOTENAI, ID","Offices_1-3_stories","private",1,8500,648,0,"Small"
"1066","2009","06","16057",57,16,"UI SUB International Ballroom Remodel & Improvements","campus","Moscow","ID","83843","LATAH, ID","Clubs_and_Lodges","county",0,0,960,0,"Small"
"1067","2009","09","16057",57,16,"UI Wallace Residence Complex Service Elevator Modernize","campus","Moscow","ID","83843","LATAH, ID","Dormitories","county",0,0,163,0,"Small"
"1068","2008","03","16057",57,16,"Vandal Athletic Center-Athletic Training Center/Team Rooms","1875 Perimeter Drive","Moscow","ID","83844","LATAH, ID","Gyms_Field_Houses_Indoor_Pools","state",0,0,852,0,"Small"
"1069","2008","08","16057",57,16,"College of Natural Resources Bldg Renovations","6th & Line Street","Moscow","ID","83843","LATAH, ID","Colleges_Universities_Except_Community","state",0,0,234,0,"Small"
"1070","2008","01","16057",57,16,"SAE Fraternity Addition & Remodel","920 Decon St","Moscow","ID","83843","LATAH, ID","Dormitories","private",3,3600,1500,0,"Medium"
"1071","2009","06","16057",57,16,"Univ of Idaho Memorial Gym Ext Envelope Repairs","campus","Moscow","ID","83843","LATAH, ID","Gyms_Field_Houses_Indoor_Pools","state",0,0,317,0,"Small"
"1072","2008","08","16057",57,16,"Walgreens Store #12503","Main &  D  Streets","Moscow","ID","83501","LATAH, ID","Stores","private",1,15800,1307,0,"Small"
"1073","2008","04","16057",57,16,"Deary City Hall (Addition)","405 Line Street","Deary","ID","83823","LATAH, ID","Capitols_Court_Houses_City_Halls","county",2,1500,161,0,"Small"
"1074","2009","04","16057",57,16,"Deary Fire Station, Phase 1 - Shell Only","corner 2nd & Line St","Deary","ID","83823","LATAH, ID","Police_Fire_Stations","county",1,2600,311,0,"Small"
"1075","2009","06","16057",57,16,"Univ of Idaho- Ext Envelope Repairs at Life Science South","University of Idaho","Moscow","ID","83843","LATAH, ID","Colleges_Universities_Except_Community","state",0,0,412,0,"Small"
"1076","2008","04","16057",57,16,"Kendrick Jr / Sr High School Partial Remodel and Addition","2001 Hwy 3","Kendrick","ID","83537","LATAH, ID","Senior_High_Schools","county",1,13300,2051,0,"Small"
"1077","2009","06","16057",57,16,"Genesee School District Bus Service Garage Replacement","132 East Chestnut Street","Genesee","ID","83832","LATAH, ID","Bus_and_Truck_Service","county",1,2000,195,0,"Small"
"1078","2008","11","16057",57,16,"Hahn Rental Store (NEGOTIATED)","222 N Main St","Moscow","ID","83843","LATAH, ID","Stores","private",2,14500,1200,0,"Small"
"1079","2009","03","16057",57,16,"ASUI Kibbie Activity Center - Life Safety Upgrades","Kibbie Activity Center","Moscow","ID","83843","LATAH, ID","Miscellaneous_Amusement_Recreational","state",0,0,14000,0,"Small"
"1080","2009","09","16057",57,16,"1912 Center Exterior Improvements Project","412 E 3rd St","Moscow","ID","83843","LATAH, ID","Exhibition_Halls","private",0,0,71,0,"Small"
"1081","2008","03","16057",57,16,"University of Idaho - Administration Building Renovation","875 Perimeter Drive","Moscow","ID","83844","LATAH, ID","Offices_1-3_stories","state",0,0,121,0,"Small"
"1082","2009","03","16057",57,16,"U of I - Art and Architecture South Bldg Upgrades (RE-BID)","6th Street at Ash Street","Moscow","ID","83843","LATAH, ID","Colleges_Universities_Except_Community","county",0,0,528,0,"Small"
"1083","2009","02","16057",57,16,"Palouse Dialysis Clinic # 6470-1 (NEGOTIATED)","723 Main Street","Moscow","ID","83843","LATAH, ID","Clinics_Nursing_Convalescent_Facilities","private",0,0,400,0,"Small"
"1084","2008","10","16057",57,16,"Moscow Readiness Center - Renovation Women's Restroom","1011 Harold St","Moscow","ID","83843","LATAH, ID","Armories_Military_Buildings","federal",0,0,145,0,"Small"
"1085","2008","04","16057",57,16,"Moscow 1912 Center Ground Floor West TI","410 East 3rd Street","Moscow","ID","83843","LATAH, ID","Special_Schools","private",0,0,300,0,"Small"
"1086","2009","11","16057",57,16,"U of ID Lionel Hampton School of Music Recital Hall Renov","University Of Idaho","Moscow","ID","83844","LATAH, ID","Theaters","state",0,0,676,0,"Small"
"1087","2008","08","16057",57,16,"Creative Services & Print Manage Remodel in Alumni Center","Blake Ave - Univ of Idaho","Moscow","ID","83844","LATAH, ID","Colleges_Universities_Except_Community","state",0,0,172,0,"Small"
"1088","2009","07","16057",57,16,"Palouse Prairie School Phase 1 Improvements","105 Lauder Avenue","Moscow","ID","83843","LATAH, ID","Primary_Schools","county",0,0,138,0,"Small"
"1089","2008","07","16057",57,16,"Kambitsch Farms New Metal Shop Building","Highway 95 near Genesee","Moscow","ID","83843","LATAH, ID","Bus_and_Truck_Service","county",1,3000,210,0,"Small"
"1090","2009","08","16057",57,16,"UI Alumni Residence Center (Elevator Addition)","campus","Moscow","ID","83843","LATAH, ID","Dormitories","state",0,0,428,0,"Small"
"1091","2009","07","16059",59,16,"ID/DOT Maintenance Building - Leadore","SH28 at MP 88.9","Leadore","ID","83464","LEMHI, ID","Warehouses_Non-Refrigerated","state",1,5500,444,0,"Small"
"1092","2008","10","16063",63,16,"New Lincoln County Community/4-H Extension Building","S Edith & B Street","Shoshone","ID","83352","LINCOLN, ID","Miscellaneous_Amusement_Recreational","county",0,0,350,0,"Small"
"1093","2008","02","16065",65,16,"Albertsons Store 171 (Remodel) (Rexburg ID)","Rexberg","Rexburg","ID","83440","MADISON, ID","Stores","private",0,0,1056,0,"Small"
"1094","2009","04","16065",65,16,"Rexburg (ID) Wal-Mart Store # 1878-111 (Remodel)","530 N 2nd E","Rexburg","ID","83440","MADISON, ID","Stores","private",0,0,2000,0,"Small"
"1095","2008","10","16065",65,16,"Spring Hill Suites Hotel /Swimming Pool","Hwy 33","Rexburg","ID","83440","MADISON, ID","Hotels_Motels_4+_Stories","private",4,65000,5200,0,"Large"
"1096","2009","08","16065",65,16,"Hemming Office/Retail Bldg (NEGOTIATED) REBID","200 West & 200 Sourh","Rexburg","ID","83440","MADISON, ID","Stores","private",1,15000,2585,0,"Small"
"1097","2009","09","16065",65,16,"Madison Library (Remodel/Addition)","73 N Center St","Rexburg","ID","83440","MADISON, ID","Libraries","county",1,16000,2000,0,"Small"
"1098","2009","11","16065",65,16,"Heming Retail (Shell) #1","Site not available","Rexburg","ID","83440","MADISON, ID","Stores","private",1,3000,225,0,"Small"
"1099","2008","03","16065",65,16,"Sugar City 2, 4 & 7 LDS Church (Remodel)","Main Street","Sugar City","ID","83448","MADISON, ID","Houses_of_Worship_Other_Religious_Bldgs","private",0,0,250,0,"Small"
"1100","2008","05","16065",65,16,"Electrical Wholesale Supply Co, Inc New Building","Jet Stream Drive","Rexburg","ID","83440","MADISON, ID","Warehouses_Non-Refrigerated","private",1,7800,445,0,"Small"
"1101","2009","08","16065",65,16,"Hemming Office/Retail Bldg (NEGOTIATED) REBID","200 West & 200 Sourh","Rexburg","ID","83440","MADISON, ID","Offices_1-3_stories","private",1,15000,2915,0,"Small"
"1102","2008","03","16065",65,16,"Bank of Commerce (NEGOTIATED)","Henry's Fork Plaza","Rexburg","ID","83440","MADISON, ID","Banks_Financial_1-3_stories","federal",1,5500,400,0,"Small"
"1103","2009","09","16065",65,16,"Rexburg Madison Sr. Seminary - LDS Church","St to be announced","Rexburg","ID","83440","MADISON, ID","Colleges_Universities_Except_Community","private",1,10000,750,0,"Small"
"1104","2008","08","16065",65,16,"Madison High School/Gym/Vo-Tech Bldg","University Blvd & 12th West","Rexburg","ID","83440","MADISON, ID","Senior_High_Schools","county",2,220000,30000,0,"Large"
"1105","2008","07","16065",65,16,"AutoZone Auto Parts Store (Remodel) (Rexburg ID)","594 N Second E St","Rexburg","ID","83440","MADISON, ID","Stores","private",0,0,250,0,"Small"
